"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"component.components-realm-v2-realmv2shell.action.open-search-and-command-palette","components/realm-v2/RealmV2Shell.jsx","98","component.components-realm-v2-realmv2shell","action","Open search and command palette","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.open-notifications","components/realm-v2/RealmV2Shell.jsx","100","component.components-realm-v2-realmv2shell","action","Open notifications","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.open-your-profile","components/realm-v2/RealmV2Shell.jsx","101","component.components-realm-v2-realmv2shell","action","Open your profile","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.context","components/realm-v2/RealmV2Shell.jsx","114","component.components-realm-v2-realmv2shell","action","Context","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.propose-action","components/realm-v2/RealmV2Shell.jsx","114","component.components-realm-v2-realmv2shell","action","Propose action","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.realm-v2-item-slug.2","components/realm-v2/RealmV2Shell.jsx","120","component.components-realm-v2-realmv2shell","navigation","`/realm-v2/${item.slug}`","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.link","components/realm-v2/RealmV2Shell.jsx","126","component.components-realm-v2-realmv2shell","navigation","·","RealmV2Shell","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.realm-v2-item-slug.3","components/realm-v2/RealmV2Shell.jsx","127","component.components-realm-v2-realmv2shell","navigation","`/realm-v2/${item.slug}`","RealmV2Shell","onClick","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.action.name-connected-entity-current-workspace","components/realm-v2/RealmV2Shell.jsx","128","component.components-realm-v2-realmv2shell","action","{name} / Connected entity / Current workspace","RealmV2Shell","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-realmv2shell.navigation.open-professional-profile","components/realm-v2/RealmV2Shell.jsx","129","component.components-realm-v2-realmv2shell","navigation","Open professional profile","RealmV2Shell","onClick","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-templates.action.needs-review-on-plan","components/realm-v2/Templates.jsx","38","component.components-realm-v2-templates","action","Needs review / On plan","MapTemplate","onClick","delegated-action","delegated","high","","onOpenContext | onSelect","component:realm-v2/Templates","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-templates.form-control.home-my-work-action-center","components/realm-v2/Templates.jsx","47","component.components-realm-v2-templates","form-control","Home / My Work / Action Center","SettingsTemplate","form:onSubmit","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
"component.components-realm-v2-templates.form-control.tieng-viet-english","components/realm-v2/Templates.jsx","47","component.components-realm-v2-templates","form-control","Tiếng Việt / English","SettingsTemplate","form:onSubmit","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
"component.components-realm-v2-templates.form-submit.home-my-work-action-center-reduced-motion-also-follows-your-oper","components/realm-v2/Templates.jsx","47","component.components-realm-v2-templates","form-submit","Home / My Work / Action Center / Reduced motion / Also follows your operating system preference. / Desktop notifications / Only events you are authorized to view. / Tiếng Việt / En","SettingsTemplate","onSubmit","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
"component.components-realm-v2-templates.form-control.input","components/realm-v2/Templates.jsx","87","component.components-realm-v2-templates","form-control","","SearchScreen","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-templates.form-control.all-events-commands-approvals-receipts","components/realm-v2/Templates.jsx","99","component.components-realm-v2-templates","form-control","All events / Commands / Approvals / Receipts","ProductScreen","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-templates.form-control.all-sources-repositoryrealms-finance-ledger","components/realm-v2/Templates.jsx","99","component.components-realm-v2-templates","form-control","All sources / RepositoryRealms / Finance ledger","ProductScreen","","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-workobjects.action.review-evidence","components/realm-v2/WorkObjects.jsx","45","component.components-realm-v2-workobjects","action","Review evidence","ApprovalCard","onClick","delegated-action","delegated","high","","onReview","component:realm-v2/DesignSystemGallery | component:realm-v2/Templates | component:realm-v2/WorkObjects","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-workobjects.navigation.open-chronicle-audit-trail","components/realm-v2/WorkObjects.jsx","67","component.components-realm-v2-workobjects","navigation","Open Chronicle audit trail","Receipt","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-v2-workobjects.action.record","components/realm-v2/WorkObjects.jsx","80","component.components-realm-v2-workobjects","action","Record","WorkTable","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-adventurerchronicle.action.thu-lai","components/realm/AdventurerChronicle.jsx","37","component.components-realm-adventurerchronicle","action","Thử lại","StateCard","onClick","delegated-action","delegated","high","load | reload | retry","onRetry","component:realm/AdventurerChronicle | component:realm/GoldEconomyObservatory | component:realm/GuildHall | component:realm/RoyalCommandCenter | component:realm/RoyalEmbassy | component:realm/RoyalTreasuryExchange","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-adventurerchronicle.navigation.mo-task-erp","components/realm/AdventurerChronicle.jsx","55","component.components-realm-adventurerchronicle","navigation","Mở Task ERP","QuestCard","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
