"elementId","ownerComponent","callback","source","line","surface","apiCalls","resourceOperations","routeTargets","helperCalls","localState"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-inbox/page.jsx","188","route:/ceo-inbox","GET /api/ceo/v1/identity/session | GET /api/ceo/v1/messaging/conversations | GET /api/ceo/v1/messaging/directory | POST /api/ceo/v1/messaging/conversations/*/refresh","","","","setConversations | setDirectory | setError | setForbidden | setIdentity | setLoading | setThread"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-inbox/page.jsx","191","route:/ceo-inbox","GET /api/ceo/v1/messaging/conversations/* | POST /api/ceo/v1/messaging/messages/*/reconcile","","","","setError | setThread"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-overview/page.jsx","186","route:/ceo-overview","POST /api/ceo/v1/dashboard/refresh","","","","setDashboard | setRefreshNotice"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-overview/page.jsx","281","route:/ceo-overview","POST /api/ceo/v1/sso/authorize","","body.destination","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","301","route:/ceo-registry","GET /api/ceo/v1/identity/session | POST /api/ceo/v1/identity/session","","","","setIdentity | setIdentityError | setOtp"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","319","route:/ceo-registry","GET /api/ceo/v1/identity/session | POST /api/ceo/v1/identity/session/step-up","","","","setIdentity | setIdentityError | setOtp"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","320","route:/ceo-registry","GET /api/ceo/v1/identity/session | POST /api/ceo/v1/identity/recovery","","","","setIdentity | setIdentityError | setRecoveryCodes"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","327","route:/ceo-registry","GET /api/ceo/v1/identity/session | POST /api/ceo/v1/identity/sessions/*/revoke","","","","setIdentity | setIdentityError"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","395","route:/ceo-registry","POST /api/ceo/v1/sso/authorize","","body.destination","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","404","route:/ceo-registry","PATCH /api/ceo/v1/registry/*","","","","setPayload"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","427","route:/ceo-registry","POST /api/ceo/v1/registry/*/rotate","","","","setCredentialRef | setPayload | setRotating"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-registry/page.jsx","449","route:/ceo-registry","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-rollout/page.jsx","190","route:/ceo-rollout","GET /api/ceo/v1/rollout | POST /api/ceo/v1/rollout/evidence","","","","setData | setError | setEvidenceForm | setEvidenceTarget | setForbidden"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-rollout/page.jsx","200","route:/ceo-rollout","GET /api/ceo/v1/rollout | POST /api/ceo/v1/rollout/*/transition","","","","setData | setError | setForbidden | setTransitionTarget"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-security/page.jsx","162","route:/ceo-security","POST /api/ceo/v1/security/rehearsal","","","","setRehearsal"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-security/page.jsx","167","route:/ceo-security","GET /api/ceo/v1/security/control-plane | POST /api/ceo/v1/security/service-credential","","","","setError | setForbidden | setPosture | setRawCredential"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-security/page.jsx","178","route:/ceo-security","POST /api/ceo/v1/security/control-plane","","","","setConfirmation | setPosture | setReason | setSuspendOpen"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-workforce/page.jsx","205","route:/ceo-workforce","POST /api/ceo/v1/messaging/directory","","","","setDirectory"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-workforce/page.jsx","251","route:/ceo-workforce","POST /api/ceo/v1/sso/authorize","","body.destination","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-world/page.jsx","98","route:/ceo-world","GET /api/ceo/v1/federation/world?entity=*","","","","setError | setForbidden | setLoading | setWorld"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-world/page.jsx","128","route:/ceo-world","POST /api/ceo/v1/sso/authorize","","body.destination","","setOpeningId"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/ceo-world/page.jsx","130","route:/ceo-world","GET /api/ceo/v1/federation/world?entity=*","","","","setError | setForbidden | setLoading | setWorld"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/commissions/page.jsx","156","route:/commissions","PUT /api/data/commissions/[id]","update:commissions","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/commissions/page.jsx","180","route:/commissions","POST /api/data/commissions","create:commissions","","import:docGrand | import:todayISO","setModal"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/freelancer/page.jsx","103","route:/freelancer","GET /api/freelancer/home | POST /api/freelancer/timelog","","","","setData | setLogFor | setLogH | setLogNote"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/freelancers/page.jsx","150","route:/freelancers","GET /api/data/payouts | POST /api/payouts/*/pay","read:payouts","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/freelancers/page.jsx","190","route:/freelancers","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/freelancers/page.jsx","229","route:/freelancers","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/invoices/page.jsx","195","route:/invoices","POST /api/data/invoices","create:invoices","","import:nextCode",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/leads/page.jsx","258","route:/leads","POST /api/data/clients","create:clients","","import:todayISO","setModal"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/messages/page.jsx","32","route:/messages","POST /api/chat","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/payroll/page.jsx","86","route:/payroll","GET /api/payroll | PUT /api/payroll","","","","setData | setSel"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/payroll/page.jsx","89","route:/payroll","GET /api/payroll | POST /api/payroll","","","import:thisMonth","setData | setSel"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/resources/page.jsx","174","route:/resources","PUT /api/data/tasks/[id]","update:tasks","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/reviews/page.jsx","40","route:/reviews","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/reviews/page.jsx","44","route:/reviews","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/reviews/page.jsx","110","route:/reviews","POST /api/data/reviews","create:reviews","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","72","route:/settings","GET /api/apikeys | PUT /api/apikeys","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","73","route:/settings","DELETE /api/apikeys | GET /api/apikeys","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","81","route:/settings","GET /api/apikeys | POST /api/apikeys","","","","setKName | setNewKey"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","92","route:/settings","PUT /api/data/webhooks/[id]","update:webhooks","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","101","route:/settings","POST /api/data/webhooks","create:webhooks","","","setWEvents | setWSecret | setWUrl"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","259","route:/settings","POST /api/email/send | PUT /api/settings","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/settings/page.jsx","273","route:/settings","PUT /api/settings","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/staff/page.jsx","22","route:/staff","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/tasks/page.jsx","137","route:/tasks","POST /api/data/timelogs","create:timelogs","","import:todayISO","setLogH"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/tasks/page.jsx","165","route:/tasks","POST /api/data/taskcomments","create:taskcomments","","","setCmt"
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/templates/page.jsx","24","route:/templates","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/tickets/page.jsx","13","route:/tickets","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/tickets/page.jsx","134","route:/tickets","PUT /api/data/tickets/[id]","update:tickets","","",""
"component.components-ui.action.run","AsyncButton","onClick","app/(app)/vendors/page.jsx","19","route:/vendors","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/Activities.jsx","36","component:Activities","POST /api/data/activities","create:activities","","","setTitle"
"component.components-ui.action.run","AsyncButton","onClick","components/Activities.jsx","46","component:Activities","PUT /api/data/activities/[id]","update:activities","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/ceo/CeoFederationPolicy.jsx","69","component:ceo/CeoFederationPolicy","PUT /api/ceo/v1/federation/policy","","","","setError | setPolicy"
"component.components-ui.action.run","AsyncButton","onClick","components/DocEditor.jsx","60","component:DocEditor","","","","","out.dueDate | out.note | out.projectId | out.recGroup | out.recurring"
"component.components-ui.action.run","AsyncButton","onClick","components/DocLinks.jsx","36","component:DocLinks","POST /api/data/doclinks","create:doclinks","","","setTitle | setUrl"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmCreateActionDialog.jsx","49","component:realm/RealmCreateActionDialog","POST /api/realm-demo/actions","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmCreateActionDialog.jsx","91","component:realm/RealmCreateActionDialog","POST /api/realm-demo/actions","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmFeedbackOperations.jsx","138","component:realm/RealmFeedbackOperations","GET /api/realm-demo/feedback | PATCH /api/realm-demo/feedback","","","","setDraft | setSelected | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotControl.jsx","74","component:realm/RealmPilotControl","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotControl.jsx","75","component:realm/RealmPilotControl","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotControl.jsx","542","component:realm/RealmPilotControl","POST /api/realm-demo/launch","","","import:fetchRealmWithTimeout","setDraft | setLaunch | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotControl.jsx","545","component:realm/RealmPilotControl","POST /api/realm-demo/launch/approvals","","","import:fetchRealmWithTimeout","setDraft | setLaunch | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotControl.jsx","552","component:realm/RealmPilotControl","GET /api/realm-demo/readiness | PATCH /api/realm-demo/pilot","","","import:fetchRealmWithTimeout","setDraft | setLaunch | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","114","component:realm/RealmPilotOperations","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","162","component:realm/RealmPilotOperations","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","175","component:realm/RealmPilotOperations","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","176","component:realm/RealmPilotOperations","","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","369","component:realm/RealmPilotOperations","","","","import:fetchRealmWithTimeout","setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","370","component:realm/RealmPilotOperations","","","","import:fetchRealmWithTimeout","setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","370","component:realm/RealmPilotOperations","","","","import:fetchRealmWithTimeout","setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotOperations.jsx","382","component:realm/RealmPilotOperations","","","","import:fetchRealmWithTimeout","setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotRehearsal.jsx","159","component:realm/RealmPilotRehearsal","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","","setDecisionNote | setDrafts | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotRehearsal.jsx","170","component:realm/RealmPilotRehearsal","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","","setDecisionNote | setDrafts | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotRehearsal.jsx","173","component:realm/RealmPilotRehearsal","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","","setDecisionNote | setDrafts | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotRehearsal.jsx","174","component:realm/RealmPilotRehearsal","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","","setDecisionNote | setDrafts | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/realm/RealmPilotRehearsal.jsx","189","component:realm/RealmPilotRehearsal","GET /api/realm-demo/pilot/rehearsal | POST /api/realm-demo/pilot/rehearsal","","","","setDecisionNote | setDrafts | setState"
"component.components-ui.action.run","AsyncButton","onClick","components/Shell.jsx","177","component:Shell","POST /api/push/subscribe","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/Shell.jsx","188","component:Shell","GET /api/notifications | PUT /api/notifications","","","",""
"component.components-ui.action.run","AsyncButton","onClick","components/Shell.jsx","232","component:Shell","DYNAMIC /api/users/2fa","","","","setErr"
"component.components-ui.action.run","AsyncButton","onClick","components/Shell.jsx","233","component:Shell","DYNAMIC /api/users/2fa","","","","setErr"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/attendance/page.jsx","144","route:/attendance","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/attendance/page.jsx","168","route:/attendance","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/automation/page.jsx","32","route:/automation","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/calendar/page.jsx","177","route:/calendar","","","","","setDayModal"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-registry/page.jsx","425","route:/ceo-registry","","","","","setRotating"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-registry/page.jsx","447","route:/ceo-registry","","","","","setRecoveryCodes"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-rollout/page.jsx","190","route:/ceo-rollout","","","","","setEvidenceTarget"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-rollout/page.jsx","200","route:/ceo-rollout","","","","","setTransitionTarget"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-security/page.jsx","176","route:/ceo-security","","","","","setRawCredential"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/ceo-security/page.jsx","178","route:/ceo-security","","","","","setSuspendOpen"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/commissions/page.jsx","177","route:/commissions","","","","","setModal"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/freelancers/page.jsx","188","route:/freelancers","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/freelancers/page.jsx","227","route:/freelancers","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/inventory/page.jsx","149","route:/inventory","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/invoices/page.jsx","25","route:/invoices","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/invoices/page.jsx","76","route:/invoices","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/messages/page.jsx","30","route:/messages","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/resources/page.jsx","165","route:/resources","","","","","setAssignTo"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/reviews/page.jsx","37","route:/reviews","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/settings/page.jsx","107","route:/settings","","","","","setNewKey"
"component.components-ui.action.title-children","Modal","onClose","app/(app)/staff/page.jsx","20","route:/staff","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/tasks/page.jsx","67","route:/tasks","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/templates/page.jsx","22","route:/templates","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/tickets/page.jsx","11","route:/tickets","","","","",""
"component.components-ui.action.title-children","Modal","onClose","app/(app)/vendors/page.jsx","17","route:/vendors","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/Activities.jsx","60","component:Activities","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/DocEditor.jsx","58","component:DocEditor","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/DocLinks.jsx","46","component:DocLinks","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/realm/RealmCreateActionDialog.jsx","47","component:realm/RealmCreateActionDialog","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/realm/RealmCreateActionDialog.jsx","89","component:realm/RealmCreateActionDialog","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/realm/RealmFeedbackLauncher.jsx","136","component:realm/RealmFeedbackLauncher","","","","","requestKeyRef.current | setError | setForm | setOpen | setSubmitted"
"component.components-ui.action.title-children","Modal","onClose","components/realm/RealmFeedbackOperations.jsx","128","component:realm/RealmFeedbackOperations","","","","","setDraft | setSelected"
"component.components-ui.action.title-children","Modal","onClose","components/realm/RealmPilotOnboarding.jsx","105","component:realm/RealmPilotOnboarding","","","","","setOpen | setStep"
"component.components-ui.action.title-children","Modal","onClose","components/realm/RoyalCommandCenter.jsx","72","component:realm/RoyalCommandCenter","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/realm/RoyalCommandCenter.jsx","112","component:realm/RoyalCommandCenter","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/SendEmail.jsx","27","component:SendEmail","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/Shell.jsx","98","component:Shell","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/Shell.jsx","173","component:Shell","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/Shell.jsx","228","component:Shell","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/ui.jsx","239","component:ui","","","","",""
"component.components-ui.action.title-children","Modal","onClose","components/ui.jsx","285","component:ui","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/attendance/page.jsx","144","route:/attendance","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/attendance/page.jsx","168","route:/attendance","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/automation/page.jsx","32","route:/automation","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/calendar/page.jsx","177","route:/calendar","","","","","setDayModal"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-registry/page.jsx","425","route:/ceo-registry","","","","","setRotating"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-registry/page.jsx","447","route:/ceo-registry","","","","","setRecoveryCodes"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-rollout/page.jsx","190","route:/ceo-rollout","","","","","setEvidenceTarget"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-rollout/page.jsx","200","route:/ceo-rollout","","","","","setTransitionTarget"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-security/page.jsx","176","route:/ceo-security","","","","","setRawCredential"
"component.components-ui.action.ong","Modal","onClose","app/(app)/ceo-security/page.jsx","178","route:/ceo-security","","","","","setSuspendOpen"
"component.components-ui.action.ong","Modal","onClose","app/(app)/commissions/page.jsx","177","route:/commissions","","","","","setModal"
"component.components-ui.action.ong","Modal","onClose","app/(app)/freelancers/page.jsx","188","route:/freelancers","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/freelancers/page.jsx","227","route:/freelancers","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/inventory/page.jsx","149","route:/inventory","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/invoices/page.jsx","25","route:/invoices","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/invoices/page.jsx","76","route:/invoices","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/messages/page.jsx","30","route:/messages","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/resources/page.jsx","165","route:/resources","","","","","setAssignTo"
"component.components-ui.action.ong","Modal","onClose","app/(app)/reviews/page.jsx","37","route:/reviews","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/settings/page.jsx","107","route:/settings","","","","","setNewKey"
"component.components-ui.action.ong","Modal","onClose","app/(app)/staff/page.jsx","20","route:/staff","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/tasks/page.jsx","67","route:/tasks","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/templates/page.jsx","22","route:/templates","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/tickets/page.jsx","11","route:/tickets","","","","",""
"component.components-ui.action.ong","Modal","onClose","app/(app)/vendors/page.jsx","17","route:/vendors","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/Activities.jsx","60","component:Activities","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/DocEditor.jsx","58","component:DocEditor","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/DocLinks.jsx","46","component:DocLinks","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/realm/RealmCreateActionDialog.jsx","47","component:realm/RealmCreateActionDialog","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/realm/RealmCreateActionDialog.jsx","89","component:realm/RealmCreateActionDialog","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/realm/RealmFeedbackLauncher.jsx","136","component:realm/RealmFeedbackLauncher","","","","","requestKeyRef.current | setError | setForm | setOpen | setSubmitted"
"component.components-ui.action.ong","Modal","onClose","components/realm/RealmFeedbackOperations.jsx","128","component:realm/RealmFeedbackOperations","","","","","setDraft | setSelected"
"component.components-ui.action.ong","Modal","onClose","components/realm/RealmPilotOnboarding.jsx","105","component:realm/RealmPilotOnboarding","","","","","setOpen | setStep"
"component.components-ui.action.ong","Modal","onClose","components/realm/RoyalCommandCenter.jsx","72","component:realm/RoyalCommandCenter","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/realm/RoyalCommandCenter.jsx","112","component:realm/RoyalCommandCenter","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/SendEmail.jsx","27","component:SendEmail","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/Shell.jsx","98","component:Shell","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/Shell.jsx","173","component:Shell","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/Shell.jsx","228","component:Shell","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/ui.jsx","239","component:ui","","","","",""
"component.components-ui.action.ong","Modal","onClose","components/ui.jsx","285","component:ui","","","","",""
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/analytics/page.jsx","181","route:/analytics","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/assets/page.jsx","80","route:/assets","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/attendance/page.jsx","132","route:/attendance","","","","","setDel"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/attendance/page.jsx","157","route:/attendance","","","","","setDeleting"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/automation/page.jsx","133","route:/automation","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/clients/[id]/page.jsx","154","route:/clients/[id]","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/clients/page.jsx","80","route:/clients","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/commissions/page.jsx","223","route:/commissions","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/contracts/page.jsx","118","route:/contracts","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/docs/page.jsx","104","route:/docs","","","","","setToDelete"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/finance/page.jsx","135","route:/finance","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/finplan/page.jsx","212","route:/finplan","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/finplan/page.jsx","219","route:/finplan","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/freelancers/page.jsx","165","route:/freelancers","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/freelancers/page.jsx","167","route:/freelancers","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/gantt/page.jsx","173","route:/gantt","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/growing/page.jsx","115","route:/growing","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/growing/page.jsx","117","route:/growing","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/inventory/page.jsx","138","route:/inventory","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/invoices/page.jsx","217","route:/invoices","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/leads/page.jsx","261","route:/leads","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/live/page.jsx","177","route:/live","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/live/page.jsx","179","route:/live","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/okr/page.jsx","84","route:/okr","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/payroll/page.jsx","154","route:/payroll","","","","","setConfirm"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/projects/[id]/page.jsx","262","route:/projects/[id]","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/projects/page.jsx","137","route:/projects","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","100","route:/quotes","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","102","route:/quotes","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","104","route:/quotes","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/recruitment/page.jsx","119","route:/recruitment","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/recruitment/page.jsx","121","route:/recruitment","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/reviews/page.jsx","161","route:/reviews","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/services/page.jsx","100","route:/services","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/settings/page.jsx","113","route:/settings","","","","","setDeleteWebhook"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/shipments/page.jsx","178","route:/shipments","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/shipments/page.jsx","184","route:/shipments","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/staff/page.jsx","235","route:/staff","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/tasks/page.jsx","181","route:/tasks","","","","","setCommentToDelete"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/tasks/page.jsx","425","route:/tasks","","","","","setModal"
